USER_ID,TERRITORY_ID,TYPE_IN_HOUSE,TYPE_FREELANCE,TOTAL_DOWNLOADS,TOTAL_COLLABORATIONS,HAS_FACEBOOK,HAS_TWITTER,HAS_PINTEREST,HAS_INSTAGRAM,USES_AFFILIATES
2096,1,True,False,989,0,False,False,False,False,False
2099,1,False,True,2,0,False,False,False,False,False
2106,1,False,True,373,0,False,True,False,False,False
2108,1,False,True,208,0,False,False,False,False,False
2118,1,False,True,2,0,False,False,False,False,False
2123,1,False,True,4,0,False,False,False,False,False
2127,1,False,True,36,0,False,False,False,False,False
2128,1,False,True,15,0,False,False,False,False,False
2129,1,False,True,3,0,False,False,False,False,False
2130,1,True,False,2,0,False,False,False,False,False
2134,1,False,True,14,0,False,False,False,False,False
2137,1,False,True,3,0,False,False,False,False,False
2141,1,False,True,705,0,False,False,False,False,False
2142,1,False,True,7,0,False,False,False,False,False
2148,1,False,True,958,0,False,False,False,False,False
2150,1,False,True,90,0,False,False,False,False,False
2151,1,False,True,67,0,False,False,False,False,False
2152,1,False,True,471,0,False,False,False,False,False
2155,1,False,True,13,0,False,False,False,False,False
